config,ceiling,run_number,outcome,approved,turn_count,planner_runs,retry_count,last_node,wall_latency_ms,model_latency_ms,input_tokens,output_tokens,issues,planner_proposal,error_type,error_message
ceiling_10,10,3,valid_first_attempt,True,3,1,0,reviewer,58709.37,58703.77,495,1155,[],"{""thought"": ""The study focuses on using deep brain stimulation to assess motor symptoms in neurological conditions."", ""message"": ""The study explores motor symptom responses in Parkinson's and movement disorders using deep brain stimulation and local field potentials from implanted electrodes."", ""data"": {""tags"": [""Deep Brain Stimulation"", ""Parkinson's Disease"", ""Local Field Potentials""], ""summary"": ""Study examines motor symptom response in Parkinson's and movement disorders using deep brain stimulation and local field potentials."", ""issues"": []}}",,
ceiling_10,10,4,valid_first_attempt,True,3,1,0,reviewer,58446.99,58440.51,504,1118,[],"{""thought"": ""The study focuses on Deep Brain Stimulation's impact on motor symptoms through neural recordings in Parkinson's and related disorders."", ""message"": ""An observational study analyzes motor symptom responses in Parkinson's and movement disorders using deep brain stimulation electrodes to record local field potentials."", ""data"": {""tags"": [""Deep Brain Stimulation"", ""Parkinson's Disease"", ""Local Field Potentials""], ""summary"": ""Observational study examines motor symptom response via local field potentials in DBS-treated Parkinson's and movement disorders patients."", ""issues"": []}}",,
ceiling_10,10,5,valid_first_attempt,True,3,1,0,reviewer,68429.07,68423.63,529,1327,[],"{""thought"": ""The study focuses on Deep Brain Stimulation's impact on motor symptoms in Parkinson's and related disorders. Tags highlight the intervention, condition, and measurement method. Summary captures the study's purpose and methodology."", ""message"": ""Analyzing observational data on DBS electrode recordings for motor symptom evaluation in Parkinson's and movement disorders. Tags reflect key study elements."", ""data"": {""tags"": [""Deep Brain Stimulation"", ""Parkinson's Disease"", ""Motor Symptoms""], ""summary"": ""Observational study examines motor symptom response in Parkinson's, essential tremor, and dystonia patients using deep brain stimulation electrodes to record local field potentials."", ""issues"": []}}",,
ceiling_10,10,6,valid_first_attempt,True,3,1,0,reviewer,57721.69,57715.95,525,1101,[],"{""thought"": ""The study focuses on Deep Brain Stimulation's impact on motor symptoms in neurological disorders. Tags highlight the technique, conditions, and data method. Summary captures the observational approach and patient conditions."", ""message"": ""Analyzing DBS electrode recordings in movement disorders to assess symptom responses. Tags reflect methodology, conditions, and study type."", ""data"": {""tags"": [""Deep Brain Stimulation"", ""Parkinson's Disease"", ""Local Field Potentials""], ""summary"": ""Observational study records local field potentials from DBS electrodes in Parkinson's, essential tremor, and dystonia patients to assess motor symptom response."", ""issues"": []}}",,
ceiling_10,10,7,valid_first_attempt,True,3,1,0,reviewer,52259.25,52253.71,490,1018,[],"{""thought"": ""The study focuses on DBS's impact on motor symptoms in Parkinson's and related conditions through electrode recordings."", ""message"": ""Analyzes DBS's role in managing motor symptoms via electrode data in neurological disorders."", ""data"": {""tags"": [""Deep Brain Stimulation"", ""Parkinson's Disease"", ""Motor Symptoms""], ""summary"": ""Observational study evaluates motor symptom response in Parkinson's and related disorders using deep brain stimulation electrodes."", ""issues"": []}}",,
ceiling_10,10,8,valid_first_attempt,True,3,1,0,reviewer,78752.54,78746.08,495,1536,[],"{""thought"": ""The study focuses on DBS's role in managing movement disorders through neural recordings. Key aspects include patient conditions and symptom evaluation."", ""message"": ""The study examines DBS's impact on motor symptoms in Parkinson's and related disorders via neural recordings."", ""data"": {""tags"": [""Deep Brain Stimulation"", ""Parkinson's Disease"", ""Neural Recording""], ""summary"": ""Observational study evaluates motor symptom response in Parkinson's patients using DBS electrodes."", ""issues"": []}}",,
ceiling_10,10,9,valid_first_attempt,True,3,1,0,reviewer,61324.21,61319.33,504,1192,[],"{""thought"": ""Identifying key areas of focus in the study on DBS and its application in movement disorders."", ""message"": ""The study explores DBS's impact on motor symptoms in Parkinson's and related disorders through local field potential recordings."", ""data"": {""tags"": [""Deep Brain Stimulation"", ""Parkinson's Disease"", ""Local Field Potentials""], ""summary"": ""This study records local field potentials from DBS electrodes in Parkinson's, essential tremor, and dystonia patients to evaluate motor symptom response."", ""issues"": []}}",,
ceiling_10,10,10,valid_first_attempt,True,3,1,0,reviewer,60188.36,60180.19,514,1184,[],"{""thought"": ""The study focuses on using deep brain stimulation to assess motor symptoms in neurological conditions. Tags should reflect the methodology, condition, and symptom evaluation."", ""message"": ""The study explores how deep brain stimulation affects motor symptoms in Parkinson's, essential tremor, and dystonia by analyzing local field potentials from implanted electrodes."", ""data"": {""tags"": [""Deep Brain Stimulation"", ""Parkinson's Disease"", ""Motor Symptoms""], ""summary"": ""Observational study evaluates motor symptom response in Parkinson's, essential tremor, and dystonia via DBS electrodes."", ""issues"": []}}",,
ceiling_10,10,11,valid_first_attempt,True,3,1,0,reviewer,61268.87,61263.52,502,1174,[],"{""thought"": ""The study focuses on evaluating motor symptoms in neurological conditions using deep brain stimulation techniques."", ""message"": ""The study explores how deep brain stimulation affects motor symptoms in patients with Parkinson's, essential tremor, and dystonia through local field potential recordings."", ""data"": {""tags"": [""Deep Brain Stimulation"", ""Observational Study"", ""Motor Symptom Evaluation""], ""summary"": ""Study examines motor symptom response in Parkinson's, essential tremor, and dystonia patients using DBS electrode recordings."", ""issues"": []}}",,
ceiling_10,10,12,valid_first_attempt,True,3,1,0,reviewer,63173.05,63165.81,512,1211,[],"{""thought"": ""The study focuses on DBS's role in managing motor symptoms via neurophysiological recordings in movement disorders."", ""message"": ""The study examines DBS's impact on motor symptoms in neurological conditions through local field potential recordings. Focuses on Parkinson's, essential tremor, and dystonia."", ""data"": {""tags"": [""Neurological Disorders"", ""Deep Brain Stimulation"", ""Neurophysiology""], ""summary"": ""Observational study records local field potentials from DBS electrodes to assess motor symptom response in Parkinson's and related conditions."", ""issues"": []}}",,
ceiling_10,10,13,valid_first_attempt,True,3,1,0,reviewer,66978.73,66973.46,489,1306,[],"{""thought"": ""Identified key medical procedures, conditions, and study types from the content."", ""message"": ""The study explores DBS's effect on motor symptoms in neurological conditions through electrode recordings."", ""data"": {""tags"": [""Deep Brain Stimulation"", ""Neurological Disorders"", ""Motor Symptoms""], ""summary"": ""Observational study evaluates DBS's impact on motor symptoms in Parkinson's, essential tremor, and dystonia patients."", ""issues"": []}}",,
ceiling_10,10,14,valid_first_attempt,True,3,1,0,reviewer,102981.54,102974.22,497,1999,[],"{""thought"": ""Identifying key medical and neurological terms from the study's focus on DBS and movement disorders."", ""message"": ""The study examines DBS's impact on motor symptoms in Parkinson's and related conditions through local field potential analysis."", ""data"": {""tags"": [""Deep Brain Stimulation"", ""Parkinson's Disease"", ""Local Field Potentials""], ""summary"": ""Observational study records local field potentials from DBS electrodes in Parkinson's patients to assess motor symptom response."", ""issues"": []}}",,
ceiling_10,10,15,valid_first_attempt,True,3,1,0,reviewer,74605.62,74601.18,526,1450,[],"{""thought"": ""Tags focus on key study elements: DBS, Parkinson's Disease, and local field potentials. Summary emphasizes motor symptom evaluation via electrophysiological data."", ""message"": ""Tags highlight DBS, Parkinson's Disease, and local field potentials. Summary captures study focus on motor symptom response via electrophysiological data in relevant patient groups."", ""data"": {""tags"": [""Deep Brain Stimulation"", ""Parkinson's Disease"", ""Local Field Potentials""], ""summary"": ""Study records local field potentials from DBS electrodes in Parkinson's, essential tremor, or dystonia patients to assess motor symptom response."", ""issues"": []}}",,
ceiling_10,10,16,valid_first_attempt,True,3,1,0,reviewer,43560.69,43554.17,501,840,[],"{""thought"": ""Identifying key medical and technological themes from the study's focus on DBS and neurological conditions."", ""message"": ""Tags reflect the study's focus on DBS technology, Parkinson's disease, and broader neurological disorders. Summary captures the observational study's purpose."", ""data"": {""tags"": [""Deep Brain Stimulation"", ""Parkinson's Disease"", ""Neurological Disorders""], ""summary"": ""Study records local field potentials from DBS electrodes in Parkinson's patients to assess motor symptom responses."", ""issues"": []}}",,
ceiling_10,10,17,valid_first_attempt,True,3,1,0,reviewer,49085.0,49078.15,511,962,[],"{""thought"": ""The study focuses on DBS's impact on motor symptoms in neurological conditions using local field potentials. Key elements include patient conditions, methodology, and symptom evaluation."", ""message"": ""The study examines DBS's effect on motor symptoms in Parkinson's and related disorders via local field potential recordings. Focus on methodology and patient conditions."", ""data"": {""tags"": [""Deep Brain Stimulation"", ""Motor Symptoms"", ""Local Field Potentials""], ""summary"": ""Study evaluates motor symptom response in Parkinson's patients using DBS electrodes and local field potentials."", ""issues"": []}}",,
ceiling_10,10,18,valid_first_attempt,True,3,1,0,reviewer,63006.8,63000.68,504,1234,[],"{""thought"": ""The study focuses on DBS electrode recordings in neurological conditions to assess motor symptom responses. Tags capture the methodology, intervention, and patient conditions."", ""message"": ""Tags reflect the study's focus on DBS, observational methods, and motor symptom evaluation in neurological disorders."", ""data"": {""tags"": [""Deep Brain Stimulation"", ""Observational Study"", ""Motor Symptoms""], ""summary"": ""Study examines DBS electrode recordings in Parkinson's, tremor, and dystonia patients to assess motor symptom responses."", ""issues"": []}}",,
ceiling_10,10,19,valid_first_attempt,True,3,1,0,reviewer,71397.42,71391.49,502,1390,[],"{""thought"": ""Identifying key medical and neurological concepts from the study's focus on DBS and motor symptom analysis."", ""message"": ""The study explores how DBS electrodes record local field potentials in Parkinson's patients to evaluate motor symptom responses, offering insights into treatment efficacy."", ""data"": {""tags"": [""Deep Brain Stimulation"", ""Neurological Disorders"", ""Electrophysiology""], ""summary"": ""Study examines DBS electrode recordings in Parkinson's patients to assess motor symptom responses via local field potentials."", ""issues"": []}}",,
ceiling_10,10,20,valid_first_attempt,True,3,1,0,reviewer,67123.65,67115.95,513,1303,[],"{""thought"": ""The study focuses on DBS's effect on motor symptoms through electrophysiological recordings in movement disorders."", ""message"": ""The study explores DBS's impact on motor symptoms in neurological conditions. Tags highlight the method, focus, and patient groups. Summary captures the study's purpose and techniques."", ""data"": {""tags"": [""Deep Brain Stimulation"", ""Local Field Potentials"", ""Motor Symptoms""], ""summary"": ""Study evaluates motor symptom response in Parkinson's, essential tremor, and dystonia using deep brain stimulation and local field potentials."", ""issues"": []}}",,
